三叉神经痛	三叉神经疼
面部皮损	面皮损
面部皮损	面部两侧皮损
面部皮损	面部皮肤皮损
面部皮损	颜面皮损
面部盘状红斑	头面盘状红斑
面部盘状红斑	头面部皮肤盘状红斑
面部盘状红斑	头面部盘状红斑
面部盘状红斑	脸上盘状红斑
面部盘状红斑	脸盘状红斑
面部盘状红斑	脸部皮肤盘状红斑
面部盘状红斑	脸部盘状红斑
面部盘状红斑	面盘状红斑
面部盘状红斑	面部两侧盘状红斑
面部盘状红斑	面部皮肤盘状红斑
面部盘状红斑	颜面皮肤盘状红斑
面部红斑	头面红斑
面部红斑	头面部皮肤红斑
面部红斑	头面部红斑
面部红斑	脸上红斑
面部红斑	脸红斑
面部红斑	脸部皮肤红斑
面部红斑	脸部红斑
面部红斑	面红斑
面部红斑	面部两侧红斑
面部红斑	面部皮肤红斑
面部红斑	颜面皮肤红斑
韧带损伤	肌肉韧带损伤
韧带损伤	韧带伤了
韧带损伤	韧带松弛
韧带损伤	韧带疼
颅神经麻痹	大脑神经麻痹
颅神经麻痹	大脑麻痹
颅神经麻痹	脑神经麻痹
颅神经麻痹	颅脑神经麻痹
颈肩痛	颈肩疼痛
颈肩痛	颈肩部疼痛
颈肩痛	颈肩部痛
颈背部疼痛	背颈疼痛
颈背部疼痛	背颈部疼痛
颈背部疼痛	颈背疼痛
颈部不适	脖子不适
颈部不适	颈不适
颈部乏力	脖子乏力
颈部出血	脖子出血
颈部出血	颈出血
颈部受凉	脖子受凉
颈部受凉	颈受凉
颈部扭伤	脖子扭伤
颈部扭伤	颈扭伤
颈部斑块	脖子斑块
颈部斑块	颈斑块
颈部水肿	脖子水肿
颈部水肿	面颈水肿
颈部水肿	面颈部水肿
颈部水肿	颈水肿
颈部活动受限	头颈部活动受限
颈部活动受限	脖子活动受限
颈部活动受限	颈活动受限
颈部淋巴结肿大	颈淋巴结肿大
颈部淋巴结肿大	颈淋巴结肿胀
颈部淋巴结肿大	颈部淋巴结肿胀
颈部痉挛	脖子痉挛
颈部皮疹	脖子皮疹
颈部皮疹	颈皮疹
颈部紧张	脖子紧张
颈部红斑	脖子红斑
颈部红斑	颈红斑
颈部结节	脖子结节
颈部结节	颈结节
颈部肿胀	下颈肿胀
颈部肿胀	下颈部肿胀
颈部肿胀	脖子肿胀
颈部肿胀	颈肿胀
颈部脓肿	脖子脓肿
颈部脓肿	颈脓肿
颈部麻木	脖子麻木
颈部麻木	颈麻木
颊部红斑	脸颊红斑
颊部红斑	面颊红斑
颊部红斑	面颊部红斑
颊部红斑	颊红斑
颊部红斑	颧颊红斑
颊部红斑	颧颊部红斑
频繁呕吐	反复呕吐
频繁呕吐	呕吐不止
频繁呕吐	呕吐频繁
频繁遗精	遗精次数增多
频繁遗精	遗精过频
额部冷汗	额冷汗
额部冷汗	额头冷汗
额部疼痛	额头疼痛
额部疼痛	额疼痛
额部红斑	额头红斑
额部红斑	额红斑
颤抖	上下肢颤抖
颤抖	全身颤抖
颤抖	浑身颤抖
颤抖	肌肉颤抖
颤抖	肢体颤抖
颤抖	胳膊抖
颤抖	胳膊抖动
颤抖	胳膊腿颤抖
颤抖	身上颤抖
颤抖	身体各处颤抖
颤抖	身体颤抖
食管炎	食道炎
食管疼痛	食道疼痛
骨痛	尾骨疼
骨痛	盆骨疼
骨痛	筋骨疼痛
骨痛	耻骨疼
骨痛	股骨疼
骨痛	肩胛骨疼
骨痛	胸壁疼痛
骨痛	骨头疼
骨痛	骨头疼痛
骨痛	骨头痛
骨痛	骨疼痛
骨骼发育不良	骨头发育不良
骨骼酸痛	骨头酸痛
高尿酸	尿酸偏高
高尿酸	尿酸升高
高尿酸	尿酸增高
高尿酸	尿酸很高
高尿酸	尿酸有点偏高
高尿酸	尿酸有点高
高尿酸	尿酸过高
高尿酸	尿酸高
黄疸	全身黄疸
黄疸	总胆红素27
黄疸	总胆红素35
黄疸	浑身黄疸
黄疸	皮肤发黄
黄疸	皮肤越来越黄
黄疸	胆红素偏高
黄疸	胆红素升高
黄疸	胆红素高
黄疸	脚发黄
黄疸	身上黄疸
黏液性水肿	粘液性水肿面容
黑蒙	一过性黑蒙
黑蒙	眼前发黑
鼻出血	双侧鼻腔出血
鼻出血	孕妇鼻出血
鼻出血	流血鼻子
鼻出血	流鼻血
鼻出血	经常流鼻血
鼻出血	鼻子出血
鼻出血	鼻子总是流血
鼻出血	鼻子有血
鼻出血	鼻子流血
鼻出血	鼻子突然流血
鼻出血	鼻子经常流血
鼻咽部充血	鼻咽充血
鼻咽部出血	鼻咽出血
鼻咽部溃疡	口咽溃疡
鼻咽部溃疡	口咽部溃疡
鼻咽部溃疡	咽喉溃疡
鼻咽部溃疡	咽喉部溃疡
鼻咽部溃疡	咽溃疡
鼻咽部溃疡	咽部溃疡
鼻咽部溃疡	喉咙溃疡
鼻咽部溃疡	嗓子溃疡
鼻咽部溃疡	鼻咽溃疡
鼻塞	伤风鼻塞
鼻塞	双侧鼻腔堵塞
鼻塞	双侧鼻腔塞
鼻塞	双侧鼻腔阻塞
鼻塞	呼吸不通畅
鼻塞	感冒鼻子不通气
鼻塞	气不通
鼻塞	鼻堵
鼻塞	鼻堵塞
鼻塞	鼻塞不通
鼻塞	鼻塞声重
鼻子不舒服	鼻腔子不舒服
鼻痒	双侧鼻腔痒
鼻痒	双侧鼻腔瘙痒
鼻痒	鼻内发痒
鼻痒	鼻子干痒
鼻痒	鼻子痒
鼻痒	鼻子瘙痒
鼻痒	鼻瘙痒
鼻痒	鼻腔子干痒
鼻痒	鼻腔痒
鼻痒	鼻腔瘙痒
鼻痒	鼻部痒
鼻腔水肿	双侧鼻腔水肿
鼻腔水肿	鼻水肿
鼻腔水肿	鼻部水肿
鼻腔结痂	双侧鼻腔结痂
鼻腔结痂	鼻结痂
鼻腔结痂	鼻部结痂
鼻部症状	双侧鼻腔症状
鼻部症状	鼻症状
鼻部症状	鼻腔症状
鼻音	说话带鼻音
鼻音	闭塞性鼻音
鼻音	鼻腔音
龋齿	牙发黑
龋齿	牙齿上有黑斑
龋齿	牙齿发黑
龋齿	牙齿坏
龋齿	牙齿坏了
龋齿	牙齿有个洞
龋齿	牙齿有洞
龋齿	牙齿有黑斑
龋齿	牙齿蛀了
龋齿	牙齿黑
龋齿	虫牙
龟头充血	阴茎头充血
龟头充血	阴茎头部充血
龟头水肿	阴茎头水肿
龟头水肿	阴茎头部水肿
龟头烧灼感	阴茎头烧灼感
龟头烧灼感	阴茎头部烧灼感
龟头疱疹	包皮疱疹
龟头疱疹	尿道口周围疱疹
龟头疱疹	阴茎头疱疹
龟头疱疹	阴茎头部疱疹
龟头瘙痒	阴茎头瘙痒
龟头瘙痒	阴茎头部瘙痒
龟头瘙痒	龟头痒
龟头红斑	阴茎头红斑
龟头红斑	阴茎头部红斑
龟头红肿	阴茎头红肿
龟头红肿	阴茎头部红肿
